graph_name,vertices,arcs,gamma_unhappy,nash_unhappy,avgdeg,maxdeg,k,algo,numused,avgpayoff,isGammaNash,isNash,gamma,LLL-Threshold,time,iterations,epsilon,lemma-valid
linux.txt.hist,30834,213424,0.0015,0.0456,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,2.021973,0,-1,False
linux.txt.hist,30834,213424,0.0014,0.0456,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,2.507082,1,-1,False
linux.txt.hist,30834,213424,0.0014,0.0457,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,2.550022,2,-1,False
linux.txt.hist,30834,213424,0.0013,0.0457,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,2.55527,3,-1,False
linux.txt.hist,30834,213424,0.0013,0.0457,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,2.57363,4,-1,False
linux.txt.hist,30834,213424,0.0013,0.045,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.21963,5,-1,False
linux.txt.hist,30834,213424,0.0013,0.045,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.229003,6,-1,False
linux.txt.hist,30834,213424,0.0012,0.0449,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.234271,7,-1,False
linux.txt.hist,30834,213424,0.0012,0.0449,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.239492,8,-1,False
linux.txt.hist,30834,213424,0.0012,0.0449,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.243796,9,-1,False
linux.txt.hist,30834,213424,0.0011,0.0448,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.252774,10,-1,False
linux.txt.hist,30834,213424,0.001,0.0446,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.777168,11,-1,False
linux.txt.hist,30834,213424,0.001,0.0446,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.781469,12,-1,False
linux.txt.hist,30834,213424,0.001,0.0447,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.876204,13,-1,False
linux.txt.hist,30834,213424,0.0009,0.0448,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.965347,14,-1,False
linux.txt.hist,30834,213424,0.0009,0.0447,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,3.986398,15,-1,False
linux.txt.hist,30834,213424,0.001,0.0445,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,4.279481,16,-1,False
linux.txt.hist,30834,213424,0.001,0.0444,6.92170980086917,243,145,LLL,145,6.87,False,False,9223372036854775807,1.6759,4.29063,17,-1,False
